  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   146,    P-2561,   2025/07/25 18:28:27,           1-03,       9,       -10.122,      7994.529,         18775,       0,    1,                                        ,                                        ,                 H2O, 1753493613.24,         0.131,         2.370,        69.583,         0.001,         0.051,         1.659,       210.000,         6.024,         4.682,        93.023,         0.723,       -11.523,        0.0000,        0.0000,    1,        43.812,         1,       3,       5,20250722_TristanCaro,       0,       1
   147,    P-2562,   2025/07/25 18:39:45,           1-04,       1,        -9.023,     17902.277,         19050,      -1,    1,                                        ,                                        ,                 H2O, 1753494290.66,         0.221,        30.756,        75.029,         0.000,        -0.716,         1.783,       220.628,       -17.689,         7.260,       125.049,         0.745,       -24.022,        0.0000,        0.0000,    1,        43.812,         1,       4,       5,20250722_TristanCaro,       0,       1
   148,    P-2562,   2025/07/25 18:48:45,           1-04,       2,        -8.770,     18584.178,         19074,      -1,    1,                                        ,                                        ,                 H2O, 1753494831.51,         0.230,        31.414,        73.294,         0.000,        -0.741,         1.740,       220.873,       -19.310,         7.428,       130.297,         0.747,       -24.367,       -0.0000,       -0.0000,    1,        43.812,         1,       4,       5,20250722_TristanCaro,       0,       1
   149,    P-2562,   2025/07/25 18:57:46,           1-04,       3,        -8.903,     18856.288,         18611,      -1,    1,                                        ,                                        ,                 H2O, 1753495371.13,         0.219,        26.772,        71.681,         0.000,        -0.634,         1.711,       217.716,       -18.369,         7.247,       126.970,         0.744,       -24.095,       -0.0000,       -0.0000,    1,        43.812,         1,       4,       5,20250722_TristanCaro,       0,       1
   150,    P-2562,   2025/07/25 19:06:46,           1-04,       4,        -8.897,     18997.402,         18618,       0,    1,                                        ,                                        ,                 H2O, 1753495912.69,         0.236,        23.597,        72.225,         0.000,        -0.554,         1.716,       217.780,       -18.869,         7.303,       128.402,         0.745,       -24.054,       -0.0000,       -0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   151,    P-2562,   2025/07/25 19:15:46,           1-04,       5,        -8.886,     19062.869,         18562,       0,    1,                                        ,                                        ,                 H2O, 1753496452.18,         0.247,        21.806,        69.151,        -0.000,        -0.514,         1.650,       217.501,       -18.952,         7.317,       127.335,         0.748,       -24.222,        0.0000,        0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   152,    P-2562,   2025/07/25 19:24:48,           1-04,       6,        -8.895,     19098.368,         18706,       0,    1,                                        ,                                        ,                 H2O, 1753496993.83,         0.240,        19.301,        67.609,         0.000,        -0.454,         1.613,       218.608,       -19.325,         7.396,       128.229,         0.748,       -24.503,       -0.0000,       -0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   153,    P-2562,   2025/07/25 19:33:48,           1-04,       7,        -8.914,     19142.865,         18738,       0,    1,                                        ,                                        ,                 H2O, 1753497533.73,         0.245,        17.839,        67.309,         0.001,        -0.418,         1.605,       218.953,       -19.817,         7.419,       129.494,         0.747,       -24.580,       -0.0000,       -0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   154,    P-2562,   2025/07/25 19:42:48,           1-04,       8,        -8.859,     19168.045,         18512,       0,    1,                                        ,                                        ,                 H2O, 1753498074.40,         0.251,        15.822,        70.163,         0.000,        -0.368,         1.677,       216.975,       -19.050,         7.296,       128.117,         0.745,       -24.209,        0.0000,        0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   155,    P-2562,   2025/07/25 19:51:48,           1-04,       9,        -8.894,     19192.361,         18698,       0,    1,                                        ,                                        ,                 H2O, 1753498614.10,         0.259,        14.581,        70.462,         0.000,        -0.335,         1.677,       218.522,       -19.373,         7.390,       129.290,         0.744,       -24.505,        0.0000,        0.0000,    1,        43.750,         1,       4,       5,20250722_TristanCaro,       0,       1
   156,    P-2563,   2025/07/25 20:03:06,           1-05,       1,        -6.677,     36625.447,         19170,      -1,    1,                                        ,                                        ,                 H2O, 1753499290.42,         0.432,        73.727,        72.276,         0.001,        -1.699,         1.702,       231.738,       -53.064,        12.131,       193.820,         1.082,       -41.908,       -0.0000,       -0.0000,    1,        43.750,         1,       5,       5,20250722_TristanCaro,       0,       1
   157,    P-2563,   2025/07/25 20:12:06,           1-05,       2,        -6.545,     37994.217,         19061,      -1,    1,                                        ,                                        ,                 H2O, 1753499829.47,         0.454,        69.353,        74.261,         0.000,        -1.629,         1.773,       231.376,       -56.073,        12.436,       199.803,         1.162,       -42.317,       -0.0000,       -0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
   158,    P-2563,   2025/07/25 20:21:06,           1-05,       3,        -6.378,     38609.322,         18623,      -1,    1,                                        ,                                        ,                 H2O, 1753500371.90,         0.529,        65.481,        74.227,         0.000,        -1.487,         1.735,       227.537,       -54.782,        12.296,       198.927,         1.257,       -41.107,        0.0000,        0.0000,    1,        43.562,         1,       5,       5,20250722_TristanCaro,       0,       1
   159,    P-2563,   2025/07/25 20:30:07,           1-05,       4,        -6.534,     38837.885,         18682,       0,    1,                                        ,                                        ,                 H2O, 1753500913.65,         0.522,        61.135,        71.057,        -0.002,        -1.410,         1.682,       228.644,       -54.946,        12.381,       196.754,         1.115,       -42.345,       -0.0000,       -0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
   160,    P-2563,   2025/07/25 20:39:08,           1-05,       5,        -6.592,     38963.664,         18729,       0,    1,                                        ,                                        ,                 H2O, 1753501456.29,         0.548,        51.640,        83.971,        -0.000,        -1.138,         1.975,       229.254,       -56.274,        12.484,       198.158,         1.216,       -42.708,        0.0000,        0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
   161,    P-2563,   2025/07/25 20:48:09,           1-05,       6,        -6.589,     39090.246,         18632,       0,    1,                                        ,                                        ,                 H2O, 1753501996.53,         0.527,        52.845,        69.921,        -0.003,        -1.244,         1.706,       228.557,       -55.307,        12.441,       198.605,         1.130,       -42.612,        0.0000,        0.0000,    1,        43.562,         1,       5,       5,20250722_TristanCaro,       0,       1
   162,    P-2563,   2025/07/25 20:57:10,           1-05,       7,        -6.448,     39181.954,         18650,       0,    1,                                        ,                                        ,                 H2O, 1753502534.56,         0.524,        49.551,        69.917,         0.000,        -1.087,         1.614,       228.366,       -55.714,        12.443,       199.479,         1.187,       -42.336,       -0.0000,       -0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
   163,    P-2563,   2025/07/25 21:06:10,           1-05,       8,        -6.525,     39234.763,         18706,       0,    1,                                        ,                                        ,                 H2O, 1753503076.36,         0.488,        49.191,        71.292,        -0.000,        -1.068,         1.626,       229.012,       -57.001,        12.541,       202.072,         1.206,       -42.490,        0.0000,        0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
   164,    P-2563,   2025/07/25 21:15:10,           1-05,       9,        -6.463,     39282.168,         18540,       0,    1,                                        ,                                        ,                 H2O, 1753503613.01,         0.502,        40.605,        69.724,         0.001,        -0.896,         1.651,       227.632,       -55.881,        12.429,       198.928,         1.238,       -42.013,       -0.0000,       -0.0000,    1,        43.625,         1,       5,       5,20250722_TristanCaro,       0,       1
