user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LR__binette_bin5	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.31	11	0.95047	N/A
LR__binette_bin9	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.76	11	0.96629	N/A
LSP__binette_bin1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium ludwigii_A	GCA_037572515.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium ludwigii_A	99.36	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_033843285.1, s__Scandinavium sp033843285, 95.0, 86.99, 0.503; GCF_035593345.1, s__Lelliottia sp030238365, 95.0, 82.23, 0.154; GCF_036409475.1, s__Scandinavium sp036409475, 95.0, 83.9, 0.25; GCA_040750395.1, s__Scandinavium sp002470465, 95.0, 84.77, 0.337; GCA_009668205.1, s__Scandinavium sp009668205, 95.0, 84.18, 0.263; GCF_003935895.2, s__Scandinavium goeteborgense, 95.0, 94.77, 0.877; GCF_900215375.1, s__Scandinavium sp900215375, 95.0, 85.33, 0.363; GCA_014156375.1, s__Scandinavium sp014156375, 95.0, 84.24, 0.272; GCF_024764775.1, s__Scandinavium manionii, 95.0, 93.04, 0.804; GCF_024764835.1, s__Scandinavium hiltneri, 95.05, 92.79, 0.768; GCF_000164865.1, s__Enterobacter_B lignolyticus, 95.0, 82.85, 0.177; GCA_902706205.1, s__Scandinavium tedordense, 95.0, 91.82, 0.776; GCF_036271055.1, s__Scandinavium sp036271055, 95.0, 85.73, 0.404; GCA_036495715.1, s__Scandinavium sp036495715, 95.0, 85.89, 0.41	N/A	N/A	N/A	N/A
LSP__binette_bin14	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp035264425	GCA_035264425.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp035264425	96.88	0.693	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LSP__binette_bin17	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Sanguibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000024925.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Sanguibacter;s__Sanguibacter keddieii	94.96	0.746	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Sanguibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013415325.1, s__Sanguibacter inulinus, 95.0, 89.0, 0.202	67.93	11	0.99854	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LSP__binette_bin18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	N/A	N/A	N/A	N/A	N/A	GCA_019509895.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp019509895	89.65	0.273	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	55.56	11	0.98163	N/A
LSP__binette_bin19	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.08	11	0.97182	N/A
LSP__binette_bin2	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	GCA_003224855.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	98.67	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LSP__binette_bin20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	52.1	11	0.94541	N/A
LSP__binette_bin21	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002591975.1, s__Mycobacterium neglectum, 95.0, 86.87, 0.244; GCF_000243415.2, s__Mycobacterium tusciae_A, 95.0, 86.38, 0.231; GCA_019749805.1, s__Mycobacterium sp019749805, 95.0, 85.97, 0.175; GCF_002086795.1, s__Mycobacterium tusciae, 95.0, 85.81, 0.19; GCF_010726765.1, s__Mycobacterium gallinarum, 95.0, 85.71, 0.186; GCF_025822765.1, s__Mycobacterium barrassiae, 95.0, 85.66, 0.163; GCF_000230895.2, s__Mycobacterium rhodesiae_A, 95.0, 85.65, 0.208; GCF_010726085.1, s__Mycobacterium moriokaense, 95.0, 85.61, 0.157; GCF_010728925.1, s__Mycobacterium gadium, 95.0, 85.43, 0.17	59.67	11	0.98665	N/A
LSP__binette_bin3	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.25	11	0.90152	N/A
LSP__binette_bin7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036566145.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp036566145	87.93	0.356	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035688895.1, s__JACDDX01 sp035688895, 95.0, 86.45, 0.321; GCA_035278885.1, s__JACDDX01 sp035278885, 95.0, 85.74, 0.3	61.38	11	0.98537	N/A
LSP__binette_bin8	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.36	11	0.95769	N/A
LS__binette_bin1	d__Bacteria;p__Babelota;c__Babeliae;o__Babelales;f__Babelaceae;g__JACDHA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Babelota;c__Babeliae;o__Babelales;f__Babelaceae;g__JACDHA01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.69	11	0.86612	N/A
LS__binette_bin10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JALRBM01;g__JALRBM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JALRBM01;g__JALRBM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	59.63	11	0.96161	N/A
LS__binette_bin11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DASPLX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DASPLX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	40.29	11	0.96642	N/A
LS__binette_bin16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	71.17	11	0.98423	N/A
LS__binette_bin18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.65	11	0.94987	N/A
LS__binette_bin19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.31	11	0.98457	N/A
LS__binette_bin2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.1	11	0.98524	N/A
LS__binette_bin20	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.19	11	0.97801	Genome has more than 10.8% of markers with multiple hits
LS__binette_bin21	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.43	11	0.95786	N/A
LS__binette_bin26	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.83	11	0.94434	N/A
LS__binette_bin29	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.95	11	0.97208	N/A
LS__binette_bin3	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	N/A	N/A	N/A	N/A	N/A	GCA_035642415.1	95.0	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__Rubrobacter_F sp035642415	93.29	0.604	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019247245.1, s__Rubrobacter_F sp019247245, 95.0, 87.33, 0.24	88.48	11	0.99086	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LS__binette_bin30	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUPI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUPI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	49.7	11	0.96792	N/A
LS__binette_bin31	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036271315.1, s__VRUE01 sp036271315, 95.0, 87.1, 0.318; GCA_033856195.1, s__VRUE01 sp033856195, 95.0, 86.68, 0.304; GCA_035554595.1, s__VRUE01 sp035554595, 95.0, 86.25, 0.325; GCA_030152805.1, s__VRUE01 sp030152805, 95.0, 85.52, 0.25; GCA_033856275.1, s__VRUE01 sp033856275, 95.0, 85.48, 0.249; GCA_035549645.1, s__VRUE01 sp035549645, 95.0, 85.45, 0.207; GCA_035548675.1, s__VRUE01 sp035548675, 95.0, 85.27, 0.188; GCA_035605695.1, s__VRUE01 sp035605695, 95.0, 84.86, 0.209; GCA_035997045.1, s__VRUE01 sp035997045, 95.0, 84.85, 0.226; GCA_036269215.1, s__VRUE01 sp036269215, 95.0, 84.62, 0.237; GCA_036496625.1, s__VRUE01 sp036496625, 95.0, 84.24, 0.167; GCA_946482365.1, s__VRUE01 sp946482365, 95.0, 83.93, 0.171; GCA_036376915.1, s__VRUE01 sp036376915, 95.0, 83.85, 0.151; GCA_036403515.1, s__VRUE01 sp036403515, 95.0, 83.83, 0.164; GCA_025450585.1, s__VRUE01 sp025450585, 95.0, 83.65, 0.159	76.55	11	0.97446	N/A
LS__binette_bin44	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.49	11	0.94821	Genome has more than 10.0% of markers with multiple hits
LS__binette_bin46	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_036554215.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp036554215	85.55	0.15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	43.11	11	0.99123	N/A
LS__binette_bin7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.96	11	0.96636	N/A
LS__binette_bin8	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014379455.1, s__Palsa-1315 sp014379455, 95.0, 84.42, 0.183; GCA_039931295.1, s__Palsa-1315 sp039931295, 95.0, 84.34, 0.157; GCA_002869925.2, s__Palsa-1315 sp002869925, 95.0, 82.93, 0.167; GCA_005116885.1, s__Palsa-1315 sp005116885, 95.0, 82.92, 0.158	92.16	11	0.98055	N/A
LS__binette_bin9	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036265325.1, s__AC-51 sp036265325, 95.0, 84.99, 0.316; GCA_036007245.1, s__AC-51 sp036007245, 95.0, 84.68, 0.312	72.48	11	0.97896	N/A
