  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
185,    P-2618,   2025/07/30 15:44:47,           1-19,1,-9.556,12868.775,19159,-1,1,                                        ,                                        ,                 H2O,1753915794,0.221,2.404,66.435,0.001,0.036,1.58,215.819,-3.752,5.621,114.956,0.733,-17.266,0,0,1,43.875,1,19,5,20250722_TristanCaro,0,1
186,    P-2618,   2025/07/30 15:53:49,           1-19,2,-9.434,12824.971,18847,-1,1,                                        ,                                        ,                 H2O,1753916335,0.188,2.343,66.714,0,0.032,1.584,212.699,-1.519,5.283,117.533,0.732,-16.215,0,0,1,43.938,1,19,5,20250722_TristanCaro,0,1
187,    P-2618,   2025/07/30 16:02:49,           1-19,3,-9.669,12856.359,18790,-1,1,                                        ,                                        ,                 H2O,1753916875,0.193,1.771,66.933,0,0.013,1.595,214.113,-5.749,5.785,110.06,0.733,-17.442,0,0,1,43.875,1,19,5,20250722_TristanCaro,0,1
188,    P-2618,   2025/07/30 16:11:50,           1-19,4,-9.493,12868.728,18737,0,1,                                        ,                                        ,                 H2O,1753917416,0.214,2.057,65.964,0.001,0.022,1.575,212.367,-2.154,5.353,113.906,0.731,-16.585,0,0,1,43.938,1,19,5,20250722_TristanCaro,0,1
189,    P-2618,   2025/07/30 16:20:49,           1-19,5,-9.675,12875.593,18795,0,1,                                        ,                                        ,                 H2O,1753917956,0.208,2.024,66.85,0,0.021,1.596,213.968,-5.715,5.79,110.721,0.732,-17.215,0,0,1,43.938,1,19,5,20250722_TristanCaro,0,1
190,    P-2618,   2025/07/30 16:29:49,           1-19,6,-9.49,12878.658,18758,0,1,                                        ,                                        ,                 H2O,1753918495,0.192,1.804,66.49,0,0.014,1.585,212.464,-2.235,5.366,114.957,0.732,-16.419,0,0,1,43.938,1,19,5,20250722_TristanCaro,0,1
191,    P-2618,   2025/07/30 16:38:49,           1-19,7,-9.459,12879.435,18766,0,1,                                        ,                                        ,                 H2O,1753919036,0.193,1.811,66.863,0,0.017,1.596,212.15,-1.149,5.243,115.772,0.732,-16.331,0,0,1,43.875,1,19,5,20250722_TristanCaro,0,1
192,    P-2618,   2025/07/30 16:47:50,           1-19,8,-9.401,12880.571,18757,0,1,                                        ,                                        ,                 H2O,1753919576,0.189,1.893,67.382,0,0.017,1.603,211.97,-0.824,5.225,116.534,0.731,-16.196,0,0,1,43.875,1,19,5,20250722_TristanCaro,0,1
193,    P-2618,   2025/07/30 16:56:50,           1-19,9,-9.445,12879.756,18794,0,1,                                        ,                                        ,                 H2O,1753920116,0.199,2.07,66.962,0.001,0.025,1.602,212.299,-1.045,5.261,116.429,0.73,-16.26,0,0,1,43.812,1,19,5,20250722_TristanCaro,0,1
194,    P-2619,   2025/07/30 17:08:07,           1-20,1,-9.512,13220.681,19164,-1,1,                                        ,                                        ,                 H2O,1753920794,0.209,1.955,66.571,0.001,0.002,1.581,215.213,-2.602,5.51,120.231,0.732,-16.933,0,0,1,43.75,1,20,5,20250722_TristanCaro,0,1
195,    P-2619,   2025/07/30 17:17:07,           1-20,2,-9.442,13223.609,18681,-1,1,                                        ,                                        ,                 H2O,1753921333,0.187,1.798,66.359,0.001,-0.009,1.579,211.654,-1.845,5.324,117.783,0.731,-16.354,0,0,1,43.688,1,20,5,20250722_TristanCaro,0,1
196,    P-2619,   2025/07/30 17:26:07,           1-20,3,-9.484,13257.894,18739,-1,1,                                        ,                                        ,                 H2O,1753921873,0.216,1.882,66.661,0.001,-0.007,1.589,212.159,-2.123,5.359,117.933,0.733,-16.514,0,0,1,43.688,1,20,5,20250722_TristanCaro,0,1
197,    P-2619,   2025/07/30 17:35:08,           1-20,4,-9.754,13277.405,18797,0,1,                                        ,                                        ,                 H2O,1753922414,0.198,2.036,67.482,0,-0.004,1.603,214.382,-6.389,5.878,110.783,0.732,-17.925,0,0,1,43.688,1,20,5,20250722_TristanCaro,0,1
198,    P-2619,   2025/07/30 17:44:08,           1-20,5,-9.548,13288.57,18774,0,1,                                        ,                                        ,                 H2O,1753922954,0.212,1.949,67.119,0.001,-0.009,1.596,212.885,-3.221,5.468,116.717,0.731,-16.93,0,0,1,43.625,1,20,5,20250722_TristanCaro,0,1
199,    P-2619,   2025/07/30 17:53:10,           1-20,6,-9.507,13289.417,18758,0,1,                                        ,                                        ,                 H2O,1753923496,0.201,1.951,67.718,0,-0.012,1.614,212.364,-2.123,5.345,118.15,0.733,-16.611,0,0,1,43.625,1,20,5,20250722_TristanCaro,0,1
200,    P-2619,   2025/07/30 18:02:10,           1-20,7,-9.507,13292.93,18802,0,1,                                        ,                                        ,                 H2O,1753924036,0.196,1.93,66.342,0.001,-0.009,1.578,212.537,-2.105,5.366,119.007,0.731,-16.532,0,0,1,43.562,1,20,5,20250722_TristanCaro,0,1
201,    P-2619,   2025/07/30 18:11:10,           1-20,8,-9.493,13292.319,18742,0,1,                                        ,                                        ,                 H2O,1753924576,0.237,1.902,66.958,0,-0.002,1.593,212.241,-1.81,5.339,117.199,0.73,-16.714,0,0,1,43.625,1,20,5,20250722_TristanCaro,0,1
202,    P-2619,   2025/07/30 18:20:10,           1-20,9,-9.487,13297.335,18776,0,1,                                        ,                                        ,                 H2O,1753925116,0.215,2.08,66.643,0,-0.012,1.592,212.464,-2.126,5.368,118.291,0.731,-16.576,0,0,1,43.562,1,20,5,20250722_TristanCaro,0,1
203,    P-2620,   2025/07/30 18:31:27,           1-21,1,-9.526,13229.995,19202,-1,1,                                        ,                                        ,                 H2O,1753925794,0.214,1.975,67.136,0,0.005,1.596,215.528,-2.604,5.506,120.947,0.731,-16.993,0,0,1,43.5,1,21,5,20250722_TristanCaro,0,1
204,    P-2620,   2025/07/30 18:40:27,           1-21,2,-9.441,13200.587,18838,-1,1,                                        ,                                        ,                 H2O,1753926333,0.205,1.754,66.421,0.001,0.001,1.578,212.652,-2.052,5.369,119.124,0.731,-16.422,0,0,1,43.562,1,21,5,20250722_TristanCaro,0,1
205,    P-2620,   2025/07/30 18:49:28,           1-21,3,-9.489,13230.489,18812,-1,1,                                        ,                                        ,                 H2O,1753926874,0.219,2.019,66.318,0,-0.007,1.588,212.586,-1.493,5.35,117.396,0.729,-16.613,0,0,1,43.562,1,21,5,20250722_TristanCaro,0,1
206,    P-2620,   2025/07/30 18:58:28,           1-21,4,-9.533,13246.747,18793,0,1,                                        ,                                        ,                 H2O,1753927413,0.231,1.79,66.343,0,-0.002,1.578,212.797,-2.413,5.397,117.855,0.731,-16.867,0,0,1,43.562,1,21,5,20250722_TristanCaro,0,1
207,    P-2620,   2025/07/30 19:07:27,           1-21,5,-9.739,13252.144,18817,0,1,                                        ,                                        ,                 H2O,1753927954,0.194,1.869,67.384,-0.001,0.002,1.605,214.332,-5.683,5.811,110.42,0.729,-17.913,0,0,1,43.562,1,21,5,20250722_TristanCaro,0,1
208,    P-2620,   2025/07/30 19:16:28,           1-21,6,-9.54,13254.387,18800,0,1,                                        ,                                        ,                 H2O,1753928493,0.19,1.898,67.092,0,0,1.596,212.718,-2.521,5.438,116.754,0.73,-16.677,0,0,1,43.5,1,21,5,20250722_TristanCaro,0,1
209,    P-2620,   2025/07/30 19:25:28,           1-21,7,-9.502,13257.02,18789,0,1,                                        ,                                        ,                 H2O,1753929034,0.204,1.904,66.801,0,0,1.586,212.621,-1.844,5.357,116.984,0.729,-16.83,0,0,1,43.562,1,21,5,20250722_TristanCaro,0,1
210,    P-2620,   2025/07/30 19:34:28,           1-21,8,-9.457,13259.986,18753,0,1,                                        ,                                        ,                 H2O,1753929574,0.209,1.97,66.779,0.001,0.006,1.598,212.046,-2.277,5.384,119.471,0.73,-16.241,0,0,1,43.5,1,21,5,20250722_TristanCaro,0,1
211,    P-2620,   2025/07/30 19:43:28,           1-21,9,-9.696,13258.431,18792,0,1,                                        ,                                        ,                 H2O,1753930114,0.208,1.897,67.308,0,0,1.603,214.033,-5.878,5.819,111.798,0.729,-17.545,0,0,1,43.5,1,21,5,20250722_TristanCaro,0,1
212,    P-2621,   2025/07/30 19:54:42,           1-22,1,-9.393,12799.48,19118,-1,1,                                        ,                                        ,                 H2O,1753930788,0.208,2.832,66.66,0,0.05,1.581,214.802,-1.885,5.413,117.383,0.729,-16.665,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
213,    P-2621,   2025/07/30 20:03:42,           1-22,2,-9.335,12734.82,18789,-1,1,                                        ,                                        ,                 H2O,1753931328,0.227,3.19,68.825,0,0.063,1.64,212.174,-0.751,5.197,116.623,0.729,-16.079,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
214,    P-2621,   2025/07/30 20:12:41,           1-22,3,-9.301,12762.692,18739,-1,1,                                        ,                                        ,                 H2O,1753931867,0.215,2.318,66.088,0.001,0.033,1.582,211.801,-1.298,5.242,117.345,0.73,-15.841,0,0,1,43.438,1,22,5,20250722_TristanCaro,0,1
215,    P-2621,   2025/07/30 20:21:42,           1-22,4,-9.304,12775.444,18709,0,1,                                        ,                                        ,                 H2O,1753932407,0.209,2.39,66.743,0,0.033,1.592,211.613,-0.912,5.214,116.335,0.729,-16.01,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
216,    P-2621,   2025/07/30 20:30:43,           1-22,5,-9.292,12781.34,18712,0,1,                                        ,                                        ,                 H2O,1753932949,0.203,2.01,67.523,0,0.02,1.601,211.637,-1.093,5.218,117.27,0.73,-15.924,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
217,    P-2621,   2025/07/30 20:39:43,           1-22,6,-9.311,12782.906,18749,0,1,                                        ,                                        ,                 H2O,1753933489,0.208,2.26,67.051,0,0.024,1.592,211.968,-0.747,5.229,115.134,0.728,-16.205,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
218,    P-2621,   2025/07/30 20:48:44,           1-22,7,-9.306,12779.734,18740,0,1,                                        ,                                        ,                 H2O,1753934030,0.219,1.897,66.604,0,0.012,1.587,211.764,-0.438,5.19,115.488,0.729,-16.157,0,0,1,43.562,1,22,5,20250722_TristanCaro,0,1
219,    P-2621,   2025/07/30 20:57:44,           1-22,8,-9.298,12780.478,18684,0,1,                                        ,                                        ,                 H2O,1753934570,0.219,1.865,67.142,0,0.017,1.595,211.472,-0.454,5.173,115.839,0.728,-16.164,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
220,    P-2621,   2025/07/30 21:06:44,           1-22,9,-9.324,12781.532,18687,0,1,                                        ,                                        ,                 H2O,1753935111,0.202,1.893,66.331,0,0.01,1.59,211.583,-0.868,5.227,115.073,0.729,-16.263,0,0,1,43.5,1,22,5,20250722_TristanCaro,0,1
221,    P-2622,   2025/07/30 21:17:59,           1-23,1,-9.356,12722.918,19032,-1,1,                                        ,                                        ,                 H2O,1753935785,0.199,2.164,65.798,0.001,0.003,1.567,213.945,-1.406,5.34,119.766,0.73,-16.503,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
222,    P-2622,   2025/07/30 21:26:59,           1-23,2,-9.351,12700.997,18781,-1,1,                                        ,                                        ,                 H2O,1753936325,0.207,2.054,69.22,0.001,0.015,1.638,212.08,-1.373,5.287,118.427,0.731,-16.181,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
223,    P-2622,   2025/07/30 21:35:59,           1-23,3,-9.415,12735.199,18709,-1,1,                                        ,                                        ,                 H2O,1753936865,0.207,2.083,68.378,0.001,0.015,1.631,211.744,-1.517,5.293,117.441,0.729,-16.277,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
224,    P-2622,   2025/07/30 21:44:59,           1-23,4,-9.641,12748.367,18676,0,1,                                        ,                                        ,                 H2O,1753937405,0.194,1.931,67.087,0,-0.008,1.597,213.33,-5.864,5.772,110.869,0.73,-17.504,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
225,    P-2622,   2025/07/30 21:53:59,           1-23,5,-9.438,12759.841,18721,0,1,                                        ,                                        ,                 H2O,1753937945,0.208,2.123,66.363,0,0.001,1.575,212.135,-2.217,5.382,116.222,0.728,-16.558,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
226,    P-2622,   2025/07/30 22:02:58,           1-23,6,-9.377,12760.991,18741,0,1,                                        ,                                        ,                 H2O,1753938484,0.212,1.777,67.174,0,0.002,1.6,211.819,-1.152,5.255,118.156,0.727,-16.209,0,0,1,43.562,1,23,5,20250722_TristanCaro,0,1
227,    P-2622,   2025/07/30 22:11:58,           1-23,7,-9.38,12759.427,18715,0,1,                                        ,                                        ,                 H2O,1753939024,0.205,2.085,67.873,0.001,0.016,1.621,211.786,-1.754,5.32,117.791,0.732,-16.352,0,0,1,43.562,1,23,5,20250722_TristanCaro,0,1
228,    P-2622,   2025/07/30 22:20:58,           1-23,8,-9.387,12756.352,18665,0,1,                                        ,                                        ,                 H2O,1753939564,0.209,1.938,66.736,0.001,0.003,1.589,211.517,-2.023,5.354,116.538,0.73,-16.307,0,0,1,43.562,1,23,5,20250722_TristanCaro,0,1
229,    P-2622,   2025/07/30 22:29:58,           1-23,9,-9.389,12764.941,18698,0,1,                                        ,                                        ,                 H2O,1753940104,0.215,2.066,66.184,0,-0.017,1.573,211.9,-2.045,5.331,117.11,0.731,-16.454,0,0,1,43.5,1,23,5,20250722_TristanCaro,0,1
230,    P-2623,   2025/07/30 22:41:14,           1-24,1,-9.541,12931.262,19207,-1,1,                                        ,                                        ,                 H2O,1753940779,0.202,2.115,66.761,-0.001,0.021,1.589,215.4,-2.023,5.42,119.611,0.73,-16.76,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
231,    P-2623,   2025/07/30 22:50:14,           1-24,2,-9.475,12885.284,18633,-1,1,                                        ,                                        ,                 H2O,1753941320,0.199,2.014,66.136,0,0.019,1.579,210.915,-0.747,5.188,117.204,0.728,-15.848,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
232,    P-2623,   2025/07/30 22:59:14,           1-24,3,-9.527,12914.612,18719,-1,1,                                        ,                                        ,                 H2O,1753941860,0.206,1.985,66.062,0,0.014,1.569,211.817,-1.471,5.273,116.542,0.728,-16.173,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
233,    P-2623,   2025/07/30 23:08:14,           1-24,4,-9.554,12930.608,18686,0,1,                                        ,                                        ,                 H2O,1753942400,0.206,2.239,67.95,0,0.024,1.619,211.596,-1.04,5.225,115.407,0.729,-16.334,0,0,1,43.688,1,24,5,20250722_TristanCaro,0,1
234,    P-2623,   2025/07/30 23:17:14,           1-24,5,-9.482,12934.895,18713,0,1,                                        ,                                        ,                 H2O,1753942940,0.204,2.058,66.484,0,0.009,1.585,211.541,-0.717,5.222,116.712,0.729,-16.059,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
235,    P-2623,   2025/07/30 23:26:15,           1-24,6,-9.524,12936.84,18710,0,1,                                        ,                                        ,                 H2O,1753943481,0.201,1.918,67.354,0,0.017,1.598,211.758,-1.302,5.253,116.592,0.729,-16.257,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
236,    P-2623,   2025/07/30 23:35:15,           1-24,7,-9.546,12940.009,18727,0,1,                                        ,                                        ,                 H2O,1753944021,0.231,1.936,66.606,0,0.001,1.579,212.035,-1.42,5.293,115.938,0.729,-16.346,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
237,    P-2623,   2025/07/30 23:44:15,           1-24,8,-9.523,12937.535,18680,0,1,                                        ,                                        ,                 H2O,1753944561,0.195,2.077,66.092,0.001,0.018,1.568,211.501,-1.012,5.209,117.086,0.729,-16.124,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
238,    P-2623,   2025/07/30 23:53:15,           1-24,9,-9.478,12940.769,18717,0,1,                                        ,                                        ,                 H2O,1753945101,0.221,1.922,66.769,0.001,0.007,1.583,211.469,-0.907,5.218,118.865,0.729,-15.786,0,0,1,43.562,1,24,5,20250722_TristanCaro,0,1
239,    P-2624,   2025/07/31 00:04:31,           1-25,1,-9.563,12942.562,19074,-1,1,                                        ,                                        ,                 H2O,1753945777,0.189,1.928,66.307,0.001,0.017,1.581,214.388,-1.521,5.35,118.662,0.729,-16.673,0,0,1,43.562,1,25,5,20250722_TristanCaro,0,1
240,    P-2624,   2025/07/31 00:13:31,           1-25,2,-9.465,12919.845,18772,-1,1,                                        ,                                        ,                 H2O,1753946317,0.196,1.85,66.208,0,0.005,1.576,211.944,-1.219,5.263,118.187,0.73,-15.995,0,0,1,43.438,1,25,5,20250722_TristanCaro,0,1
241,    P-2624,   2025/07/31 00:22:31,           1-25,3,-9.554,12952.323,18721,-1,1,                                        ,                                        ,                 H2O,1753946857,0.207,1.882,66.315,0,-0.002,1.583,212.2,-1.994,5.339,114.754,0.728,-16.578,0,0,1,43.562,1,25,5,20250722_TristanCaro,0,1
242,    P-2624,   2025/07/31 00:31:31,           1-25,4,-9.513,12966.901,18729,0,1,                                        ,                                        ,                 H2O,1753947397,0.209,1.875,65.419,0,0,1.561,211.722,-1.497,5.248,118.586,0.729,-15.983,0,0,1,43.5,1,25,5,20250722_TristanCaro,0,1
243,    P-2624,   2025/07/31 00:40:32,           1-25,5,-9.83,12970.755,18723,0,1,                                        ,                                        ,                 H2O,1753947937,0.183,1.879,67.068,0,-0.005,1.593,213.201,-6.401,5.571,124.495,0.728,-15.984,0,0,1,43.5,1,25,5,20250722_TristanCaro,0,1
244,    P-2624,   2025/07/31 00:49:32,           1-25,6,-9.579,12975.712,18713,0,1,                                        ,                                        ,                 H2O,1753948478,0.204,1.935,65.811,0.001,0.006,1.569,212.119,-2.308,5.311,118.205,0.729,-16.28,0,0,1,43.562,1,25,5,20250722_TristanCaro,0,1
245,    P-2624,   2025/07/31 00:58:32,           1-25,7,-9.495,12979.655,18735,0,1,                                        ,                                        ,                 H2O,1753949018,0.223,1.89,66.179,0,0.003,1.579,211.903,-1.163,5.267,117.008,0.728,-16.234,0,0,1,43.5,1,25,5,20250722_TristanCaro,0,1
246,    P-2624,   2025/07/31 01:07:32,           1-25,8,-9.469,12980.071,18700,0,1,                                        ,                                        ,                 H2O,1753949558,0.212,1.724,67.266,0.001,0.002,1.601,211.546,-1.202,5.283,116.571,0.731,-16.131,0,0,1,43.5,1,25,5,20250722_TristanCaro,0,1
247,    P-2624,   2025/07/31 01:16:33,           1-25,9,-9.499,12980.472,18751,0,1,                                        ,                                        ,                 H2O,1753950099,0.21,1.926,65.913,0,-0.006,1.571,211.949,-1.476,5.292,117.948,0.729,-16.117,0,0,1,43.5,1,25,5,20250722_TristanCaro,0,1
248,    P-2625,   2025/07/31 01:27:48,           1-26,1,-9.362,12716.69,19122,-1,1,                                        ,                                        ,                 H2O,1753950774,0.194,1.992,66.647,0,0.025,1.581,214.627,-1.564,5.34,118.238,0.729,-16.469,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
249,    P-2625,   2025/07/31 01:36:48,           1-26,2,-9.285,12673.727,18806,-1,1,                                        ,                                        ,                 H2O,1753951314,0.213,2.029,66.756,0,0.02,1.582,212.297,-0.995,5.231,117.434,0.73,-15.971,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
250,    P-2625,   2025/07/31 01:45:48,           1-26,3,-9.286,12699.679,18754,-1,1,                                        ,                                        ,                 H2O,1753951855,0.21,1.917,66.182,0,0.014,1.574,211.822,-0.728,5.214,117.191,0.73,-15.877,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
251,    P-2625,   2025/07/31 01:54:49,           1-26,4,-9.317,12711.188,18759,0,1,                                        ,                                        ,                 H2O,1753952395,0.205,1.747,66.23,0,0.011,1.576,211.86,-0.86,5.232,116.708,0.73,-15.838,0,0,1,43.562,1,26,5,20250722_TristanCaro,0,1
252,    P-2625,   2025/07/31 02:03:50,           1-26,5,-9.292,12719.307,18737,0,1,                                        ,                                        ,                 H2O,1753952935,0.227,2.152,66.428,0,0.011,1.583,211.614,-0.298,5.167,116.86,0.729,-15.81,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
253,    P-2625,   2025/07/31 02:12:50,           1-26,6,-9.291,12718.796,18743,0,1,                                        ,                                        ,                 H2O,1753953475,0.219,1.805,67.755,-0.001,0.008,1.614,211.678,-0.636,5.184,117.287,0.73,-15.766,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
254,    P-2625,   2025/07/31 02:21:50,           1-26,7,-9.304,12718.001,18767,0,1,                                        ,                                        ,                 H2O,1753954016,0.193,1.74,66.039,0,0.011,1.574,211.732,-0.848,5.238,117.248,0.73,-15.671,0,0,1,43.562,1,26,5,20250722_TristanCaro,0,1
255,    P-2625,   2025/07/31 02:30:49,           1-26,8,-9.305,12719.21,18732,0,1,                                        ,                                        ,                 H2O,1753954555,0.199,1.918,67.623,0,0.021,1.603,211.664,-0.434,5.178,116.228,0.729,-15.918,0,0,1,43.562,1,26,5,20250722_TristanCaro,0,1
256,    P-2625,   2025/07/31 02:39:50,           1-26,9,-9.329,12719.057,18752,0,1,                                        ,                                        ,                 H2O,1753955096,0.218,1.931,66.907,0,0.006,1.592,211.901,-0.512,5.18,115.492,0.727,-16.147,0,0,1,43.5,1,26,5,20250722_TristanCaro,0,1
257,    P-2626,   2025/07/31 02:51:05,           1-27,1,-9.548,12721.143,19142,-1,1,                                        ,                                        ,                 H2O,1753955772,0.199,2.008,66.545,0,0.015,1.584,214.719,-1.069,5.324,118.467,0.731,-16.424,0,0,1,43.5,1,27,5,20250722_TristanCaro,0,1
258,    P-2626,   2025/07/31 03:00:06,           1-27,2,-9.427,12698.778,18845,-1,1,                                        ,                                        ,                 H2O,1753956312,0.211,1.892,66.608,0.001,0.006,1.577,212.72,-1.213,5.255,116.811,0.73,-16.185,0,0,1,43.5,1,27,5,20250722_TristanCaro,0,1
259,    P-2626,   2025/07/31 03:09:06,           1-27,3,-9.414,12729.178,18767,-1,1,                                        ,                                        ,                 H2O,1753956852,0.206,1.762,66.413,0,0.004,1.58,211.862,-0.329,5.178,116.128,0.73,-15.987,0,0,1,43.5,1,27,5,20250722_TristanCaro,0,1
260,    P-2626,   2025/07/31 03:18:06,           1-27,4,-9.43,12744.145,18786,0,1,                                        ,                                        ,                 H2O,1753957392,0.21,1.964,66.695,0,0.007,1.583,212.15,-1.097,5.259,116.965,0.728,-16.038,0,0,1,43.562,1,27,5,20250722_TristanCaro,0,1
261,    P-2626,   2025/07/31 03:27:06,           1-27,5,-9.447,12748.929,18757,0,1,                                        ,                                        ,                 H2O,1753957932,0.214,1.792,66.241,0,0.004,1.579,211.839,-0.49,5.178,116.298,0.73,-15.975,0,0,1,43.562,1,27,5,20250722_TristanCaro,0,1
262,    P-2626,   2025/07/31 03:36:06,           1-27,6,-9.421,12753.628,18761,0,1,                                        ,                                        ,                 H2O,1753958472,0.191,1.647,66.377,0,0.002,1.585,211.763,-0.396,5.173,116.919,0.728,-15.87,0,0,1,43.562,1,27,5,20250722_TristanCaro,0,1
263,    P-2626,   2025/07/31 03:45:07,           1-27,7,-9.466,12751.592,18747,0,1,                                        ,                                        ,                 H2O,1753959013,0.187,2.016,68.414,0,0.023,1.636,211.711,-0.558,5.202,116.944,0.727,-15.946,0,0,1,43.5,1,27,5,20250722_TristanCaro,0,1
264,    P-2626,   2025/07/31 03:54:07,           1-27,8,-9.76,12751.564,18772,0,1,                                        ,                                        ,                 H2O,1753959553,0.195,1.881,67.03,0,0.009,1.594,213.517,-6.203,5.548,122.987,0.727,-15.896,0,0,1,43.75,1,27,5,20250722_TristanCaro,0,1
265,    P-2626,   2025/07/31 04:03:07,           1-27,9,-9.481,12757.536,18760,0,1,                                        ,                                        ,                 H2O,1753960093,0.212,1.822,67.625,0,-0.006,1.602,212.279,-2.042,5.304,117.671,0.73,-16.081,0,0,1,43.625,1,27,5,20250722_TristanCaro,0,1
266,    P-2627,   2025/07/31 04:14:23,           1-28,1,-9.56,12905.123,19087,-1,1,                                        ,                                        ,                 H2O,1753960769,0.204,2.073,66.737,0,0.004,1.582,214.373,-1.472,5.34,119.461,0.729,-16.5,0,0,1,43.562,1,28,5,20250722_TristanCaro,0,1
267,    P-2627,   2025/07/31 04:23:23,           1-28,2,-9.476,12896.559,18710,-1,1,                                        ,                                        ,                 H2O,1753961309,0.21,1.945,66.751,0,-0.011,1.59,211.813,-1.248,5.267,115.69,0.729,-16.342,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
268,    P-2627,   2025/07/31 04:32:23,           1-28,3,-9.493,12930.371,18764,-1,1,                                        ,                                        ,                 H2O,1753961849,0.199,1.802,66.386,0,-0.007,1.585,212.057,-1.359,5.284,117.768,0.728,-16.062,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
269,    P-2627,   2025/07/31 04:41:23,           1-28,4,-9.479,12946.732,18773,0,1,                                        ,                                        ,                 H2O,1753962389,0.226,1.943,66.348,0,-0.007,1.581,212.057,-1.247,5.245,118.119,0.729,-16.126,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
270,    P-2627,   2025/07/31 04:50:24,           1-28,5,-9.492,12953.499,18768,0,1,                                        ,                                        ,                 H2O,1753962930,0.201,2.133,67.214,0,-0.014,1.596,212.122,-1.304,5.251,118.036,0.729,-16.177,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
271,    P-2627,   2025/07/31 04:59:24,           1-28,6,-9.483,12956.527,18781,0,1,                                        ,                                        ,                 H2O,1753963470,0.215,1.941,65.964,0.001,-0.002,1.566,212.123,-0.924,5.243,117.767,0.728,-16.125,0,0,1,43.562,1,28,5,20250722_TristanCaro,0,1
272,    P-2627,   2025/07/31 05:08:24,           1-28,7,-9.434,12961.401,18781,0,1,                                        ,                                        ,                 H2O,1753964010,0.221,1.941,67.096,0,-0.015,1.591,211.989,-0.796,5.26,117.945,0.73,-16.041,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
273,    P-2627,   2025/07/31 05:17:24,           1-28,8,-9.499,12960.523,18764,0,1,                                        ,                                        ,                 H2O,1753964550,0.212,1.902,66.896,0,-0.01,1.59,212.177,-0.919,5.229,116.336,0.728,-16.453,0,0,1,43.5,1,28,5,20250722_TristanCaro,0,1
274,    P-2627,   2025/07/31 05:26:28,           1-28,9,-9.53,12957.867,18777,0,1,                                        ,                                        ,                 H2O,1753965094,0.208,2.324,70.405,0.001,0.029,1.68,212.207,-1.221,5.26,116.755,0.729,-16.343,0,0,1,43.625,1,28,5,20250722_TristanCaro,0,1
275,    P-2628,   2025/07/31 05:37:41,           1-29,1,-9.883,12948.383,18883,-1,1,                                        ,                                        ,                 H2O,1753965767,0.215,2.066,66.81,0,0.024,1.587,214.583,-6.816,5.627,124.56,0.728,-16.083,0,0,1,43.562,1,29,5,20250722_TristanCaro,0,1
276,    P-2628,   2025/07/31 05:46:42,           1-29,2,-9.251,12923.832,19350,-1,1,                                        ,                                        ,                 H2O,1753966308,0.22,2.582,67.144,0.001,0.047,1.59,216.589,-1.778,5.382,118.069,0.73,-16.674,0,0,1,43.562,1,29,5,20250722_TristanCaro,0,1
277,    P-2628,   2025/07/31 05:55:42,           1-29,3,-9.453,12954.107,18794,-1,1,                                        ,                                        ,                 H2O,1753966848,0.209,1.904,66.861,0,0.01,1.592,212.186,-1.146,5.246,117.286,0.731,-15.859,0,0,1,43.562,1,29,5,20250722_TristanCaro,0,1
